,claim,label
1234,External affairs minister S Jaishankar refused to quarantine despite two of his team members testing Covid-positive during the G7 summit in London. He also violated Covid protocols by meeting US Secretary of State and British Home Secretary during the summit.,0
1233,Capsule used in Karapitiya hospital cures Covid-19 in Sri Lanka,0
1232,"Form of members of the covid-19 CPI: senators respond to more than 2,400 lawsuits",0
1231,Nine children are believed to have died from anti-covid vaccination in the United States,0
1230,US government data shows the death rate from COVID-19 vaccines.,0
1236,Two-year-old girl who had received the Pfizer vaccine only six days before dies,0
1244,Video and photos of an oxygen tanker with a Reliance Foundation sticker proving Reliance took credit for Saudi Arabias donation.,0
787,Christian Eriksen's collapse is due to coronavirus vaccine,0
788,"Japanese find mRNA nanoparticles in the brain, heart, liver, ovaries, testes and other parts of vaccinates",0
799,A French pharmacovigilance agency has asked for the vaccines against Covid-19 to be withdrawn,0
1194,COVID-19 surge in India connected to rollout of vaccine,0
1193,India produces more than 60% of the world's vaccines. Yet only 12% of the population has been vaccinated and the doses available to Indians are very few. Why? Because they produce for other richer countries,0
800,Christian Eriksen's collapse is due to coronavirus vaccine,0
1191,"Uganda only has 19 deaths related to the coronavirus because hydroxychloroquine ""is eaten like candy"" in the country.",0
1189,The image of a supposed cemetery in India is from mass deaths caused by the pandemic,0
1195,The viral image is of a body floating in the river Ganga amid the second wave of the coronavirus pandemic.,0
1188,Video shows villagers chasing away COVID testing and vaccination squads,0
802,There were no COVID-19 restrictions at the G-7 summit,0
803,Christian Eriksen's collapse is due to coronavirus vaccine,0
1185,"Doria Waited for the right time to get the Pfizer vaccine and didn""t take Coronavac",0
1184,Video shows fake funeral staged by Palestinians in Gaza in May 2021,0
1183,The Supreme Court of Canada accepted the case for crimes against humanity.,0
804,Christian Eriksen's collapse is due to coronavirus vaccine,0
1186,People unwell on the streets of India during the Covid-19 pandemic in 2021. ,0
1210,"A report from ""leading health experts"" from Israel shows that never before has a vaccine ""harmed"" so many people as the Covid-19 vaccine. Mortality in Israel has risen sharply in connection with the vaccinations.",0
798,Number of deaths from vaccination officially higher than from corona. And: more people died from vaccine in Scotland than corona deaths in England.,0
796,"A video circulating on multiple WhatsApp groups in Nigeria, which claimed that eating a â€œBanana a day keeps the coronavirus away.â€",0
789,Gatherings of more than 30 people are illegal under the current Covid-19 guidelines.,0
1208,"On May 19, toilets inside restaurants, cafes and bars will remain closed",0
790,Indian destroying Idols of God for not protecting them against COVID-19.,0
1206,The viral image is of a body floating in the river Ganga amid the second wave of the coronavirus pandemic.,0
1205,The prestigious French epidemiologist Eric Caumes affirms that he is not going to be vaccinated against covid-19 because he has never seen such a high rate of adverse effects,0
1204,The British government acknowledges in an official document that the resurgence of both hospitalizations and deaths is dominated by those who have received two doses of the vaccine.,0
797,Christian Eriksen's collapse is due to coronavirus vaccine,0
1203,MarÃ­a JosÃ© MartÃ­nez AlbarracÃ­n says that it is the vaccines against COVID-19 that are going to produce an epidemic,0
792,Virologist Roberto Klaus from Hospital Albert Einstein warns about vaccines,0
1200,"Biharis like this, use a bicycle to carry dead body while an MLA keeps ambulances hidden at his home and the person who breaks the news is jailed.",0
1199,Covaxin COVID-19 vaccine has been approved for kids above 12 years.,0
1198,"A student from Pondicherry University has found a cure for COVID-19, which includes black pepper, ginger, honey.",0
1197,A married couple died after the vaccine.,0
795,Christian Eriksen's collapse is due to coronavirus vaccine,0
1202,Indian destroying Idols of God for not protecting them against COVID-19.,0
1179,"Indian citizens are entitled to Rs. 7,000 per week to stay at home",0
1245,The Makati Medical Center (MMC) released an advisory about COVID-19 vaccines.,0
1247,"A fourth stimulus payment worth $2,000 per person will arrive by Memorial Day weekend",0
1289,Mass cremation during the soaring number of cases of Covid-19 infection in India,0
1288,"""In May, after I left the Ministry, it is that the American pharmaceutical company Moderna began the first phase of human testing of its formula with mRNA technology""",0
1287,Video shows villagers chasing away COVID testing and vaccination squads,0
1286,"Because his guidance [Tedros], when he speaks we will test 100% of the world""s population, it would be unenforceable",0
1285,WHO offered $20 million to Madagascar President to put toxins in their COVID-19 remedy,0
1284,"GENOCIDE in the U.S. Continues: 3,848 DEATHS 118,902 Injuries Following COVID Injections â€“ Children Now being Reported as Dying Also",0
756,Pekanbaru City Government withdraws all Covid-19 vaccines from hospitals because they are not effective,0
1283,"Huge amounts in donation pledged by Pawan Kalyan, Dhoni, Rohit Sharma, Hardik Pandya & AB De Villiers to purchase oxygen cylinders",0
1281,Video shows villagers chasing away COVID testing and vaccination squads,0
757,"""Good night. The doctor. Margareta Griesz-Brisson is a German neurologist with a PHD in pharmacology who works in Germany and England. She says Covid never got past a mild flu and the measures to deal with it are downright disastrous.",0
1279,Video shows villagers chasing away COVID testing and vaccination squads,0
758,Emmanuel Macron was slapped for violating Covid-19 sanitary protocols,0
1278,Photo shows protestors marching against COVID-19 restrictions in Montreal.,0
759,A UK agency has shown that Covid-19 vaccines are unsafe,0
1282,5G radiation is the cause behind the second wave of coronavirus pandemic in India,0
760,The new strain of COVID-19 the Ghali strain. Exported from Algeria. Very dangerous. It leaves sequels similar to the explosion of a bomb or mine.,0
1291,People using an oxygen concentrator should keep doors and windows open as it extracts oxygen from open air. It is harmful to shut the room and turn on AC while using a concentrator.,0
1293,"The cause of the oxygen crisis in India is leaking gas lines in hospitals, not the spike in Covid-19 cases",0
1307,"Posts by Carlos Bolsonaro and Bia Kicis compare President Jair Bolsonaro""s speeches about the duration of the pandemic with WHO positions",0
751,There were no COVID-19 restrictions at the G-7 summit,0
752,The US Senate has announced that COVID-19 is a lie,0
1304,5G radiation is the cause behind the second wave of coronavirus pandemic in India,0
753,CDC Quietly Released Data Showing 7 Out of 10 Declining Covid Vaccine,0
1302,A message is being shared on social media appealing people to adopt children who have lost their parents during COVID-19.,0
1292,Video shows villagers chasing away COVID testing and vaccination squads,0
754,Christian Eriksen's collapse is due to coronavirus vaccine,0
1299,RBI Governor said vaccines will be available to all Indians by 2022.,0
1298,"Nearly 8,000 deaths from covid-19 vaccines have been reported in Europe",0
1297,Professor Jonathan Van-Tam said that when Covid-19 is low in the community the risk of developing a blood clot for the under-30s increases.,0
1296,"The online video said ""Chinese medicine teacher teaches self-rescue method for COVID-19: patients with hypoxemia, tapping the acupoints outside the chest (Zhongfu, Yunmen), can increase blood oxygen and treat new coronary pneumonia""?",0
755,"Cadets at West Point who refuse to take the COVID vaccine are being put in isolation, with more stringent restrictions than those who tested positive",0
1294,There were no new daily Covid-19 cases reported in several UK nations and regions on April 29.,0
1300,Congress MP Jairam Ramesh shared a picture in which a man wearing a PPE kit is dragging the patient on a stretcher and the board behind the construction of the Central Vista.,0
1246,"There was a message on the Internet that ""Russia has become the first country in the world to conduct an autopsy (post-mortem) on Covid-19 corpses"".",0
1274,Israel is first COVID-free country,0
1272,The Ministry of Health has not released doses that are under negotiation 430 million [vaccine doses] are contracted,0
1259,"The photo of a cemetery in India is not of deaths from covid-19, but of a gas leak",0
775,Video shows police abuse of protesters,0
776,Christian Eriksen's collapse is due to coronavirus vaccine,0
1256,Israel is first COVID-free country,0
1255,Video shows villagers chasing away COVID testing and vaccination squads,0
1254,Every hospital that can occupy 75 percent utilization of its intensive care unit receives funding from the federal government,0
1260,The image of a supposed cemetery in India is from mass deaths caused by the pandemic,0
1253,The WHO gives a category of excellence to the Cuban Sovereign 2 vaccine against COVID-19,0
1252,Entire 'Belur Math Ashram' Has been Converted To Covid Centre,0
778,"Covid vaccines have caused ""massacre"" in Europe",0
779,Rajasthan government is only vaccinating Rohingya Muslims and not Hindu refugees from Pakistan,0
1250,Two-year-old girl who had received the Pfizer vaccine only six days before dies,0
780,South African schools to close following a court order,0
1248,"Sadhguru Jaggi Vasudev""s message to sustain and cure the COVID-19 virus",0
777,Graphic shows data of COVID-19 vaccine deaths and injuries released by the European Medicines Agency (EMA).,0
1273,In India this is the violent reaction of the local people due to the guarantees provided by health workers and law enforcement agencies. effectiveness of vaccines against Covid-19. ,0
774,Zero deaths in Texas with no restrictions imposed,0
773,Emmanuel Macron was slapped for violating Covid-19 sanitary protocols,0
761,"WORLD GENOCIDE: 13,867 dead and 1,354,336 injuries caused by vaccination says report by Eudra Vigilance",0
762,Getting vaccinated against Covid-19 prevents you from receiving life insurance benefits.,0
1269,The Ministry of Health has not released doses that are under negotiation. (...) 430 million [vaccine doses] are contracted,0
1268,Video of man who is covid positive lying on ground with daughter crying is from West Bengal,0
1267,Mortality in Switzerland increased after hydroxychloroquine ban,0
763,Pekanbaru City Government withdraws all Covid-19 vaccines from hospitals because they are not effective,0
1261,Mass cremation during the soaring number of cases of Covid-19 infection in India,0
764,You do not enter Spain if you are not vaccinated by a vaccine approved by the European Union EU,0
768,A COVID-19 clinic in Toronto lured children to accept a vaccination without parental consent by offering ice cream.,0
1264,Video shows villagers chasing away COVID testing and vaccination squads,0
769,Covid-19 vaccines have caused hundreds of miscarriages in the UK and the US,0
770,Ivermectin lowers the corona curve in Mexico City.,0
771,The US Senate has announced that COVID-19 is a lie,0
772,"""Hungary has 70% of the population vaccinated""",0
765,Christian Eriksen's collapse is due to coronavirus vaccine,0
1958,"""The Chinese biological laboratory in Wuhan is owned by Glaxosmithkline, which (accidentally) owns Pfizer!"" (the one doing the vaccine against the virus which was (accidentally) started at the Wuhan Biological Lab and which was (accidentally) funded by Dr. Fauci, who (accidentally) promotes the vaccine! GlaxoSmithKline is (accidentally) run by the financial division of Black Rock, which (accidentally) manages the finances of the Open Foundation Company (Soros Foundation), which (accidentally) manages the French AXA! ""Soros (accidentally) owns the German company Winterthur, which (accidentally) built a Chinese laboratory in Wuhan and was bought by Germany""s Allianz, which (coincidentally) has Vanguard as a shareholder, who (coincidentally) is a shareholder of Black Rock, which (coincidentally) controls central banks and manages about a third of the global investment capital. ""Black Rock ""Is also (coincidentally) a major shareholder of MICROSOFT, owned by Bill Gates, who (coincidentally) is a shareholder of Pfizer (which - remember? Sells a miracle vaccine) and (coincidentally) is now the first WHO sponsor! Now you understand how a dead bat sold in a wet market in China has infected the WHOLE PLANET! Â».",0
1899,Government of CearÃ¡ simulated hospital chaos on video,0
1960,All patients who died of the Breton variant of SARS-CoV-2 had been vaccinated,0
2465,Seven Bayern players test positive for covid and do not compete in the world cup. Lewandowski is one of them.,0
2466,Sir Keir Starmer has never said that he wanted the UK to remain in the European Medicines Agency after Brexit.,0
2468,Covid-19 assistance for SIM A and C holders by Jasa Raharja Insurance,0
2469,"""And now, nine months into COVID-19, zero empirical evidence that lockdowns work to stop the virus.""",0
2470,Indigenous candidate Yaku PÃ©rez received one of the first vaccines against covid-19 in Ecuador,0
2471,"The UN publishes the list of countries that have purchased COVID vaccines to the different laboratories how much, when and from whom they bought, MEXICO is not on that list. THEY NEVER BUY ANYTHING",0
2472,Lemon with baking soda cures the new coronavirus. In Israel they take it every night and there is no case.,0
168,"The claim that the CDC announced 13,068 deaths due to Covid-19 vaccines",0
2473,Professor Dolores Cahill exposed Covid-19 as influenza,0
2474,"The Corona Covid-19 virus emerged due to rapid tests and PCR tests, Tanzania is the only country that has no Covid-19 cases, and Covid-19 patients have severe symptoms because they are poisoned with antiviral drugs",0
167,Pfizer vaccine has not been approved by the FDA and remains in emergency use in the United States.,0
166,"Republican gubernatorial nominee Glenn Youngkin called COVID-19 relief ""unnecessary"" in a May 12 interview",0
2475,"An image spread across social networks showing dozens of death bags lined up on the floor, allegedly from Covid-19 fatalities in Brazil. ",0
2476,"""Portugal must have the best public health system in the world. To detect 10,000 positive cases a day on average, they would have to test 200,000 people a day. In other words, in the last three months, they have already tested the entire population twice. Now I ask. How many times have you taken the test? """,0
171,Tennessee executive order allows creation of Covid-19 internment camps,0
2477,Thailand health minister had panic attack before getting COVID-19 vaccine.,0
164,Singapore has become the first country in the world to conduct an autopsy (post-mortem) on Covid-19 corpses.,0
2479,Monica Calazans was already immunized,0
163,A Facebook post shows a screengrab from a government website with a list of reported deaths and side effects caused by the Covid-19 vaccines.,0
2482,"""If you take the [COVID-19] vaccine. ... It means you've enrolled yourself in a medical trial.""",0
2483,"The image of a supposed news item from the ""PÃºblico"" newspaper with the following headline spread over social networks: ""Covid-19. Eight million euros destined for the purchase of the Pfizer vaccine have been diverted.",0
2484,Thailand health minister had panic attack before getting COVID-19 vaccine.,0
2485,"CÃ©sar Tralli, journalist from globolixo is always shouting at the people to wear a mask, look at his suit",0
2486,There have been 53 deaths from the COVID-19 vaccine in Gibraltar,0
2487,"""BIDEN EFFECT Early treatment begins to be seen with different eyes After the departure of Donald Trump, the use of hydroxychloroquine is favorably reassessed in the USA.""",0
160,Thai doctor urges public to self-isolate from Lambda strain outbreak,0
2488,Thailand health minister had panic attack before getting COVID-19 vaccine.,0
2489,"""It is a great pleasure to inform you that Grupo Coppel has purchased 100,000 Pfitzer vaccines.""",0
2490,Thailand health minister had panic attack before getting COVID-19 vaccine.,0
2491,Thailand health minister had panic attack before getting COVID-19 vaccine.,0
165,"A video shows that children in Australia are taken away from their parents if they are infected with Covid-19, or so that they are ""forcibly vaccinated"".",0
172,"After a year and a half facing Covid without lockdown, Sweden has a mortality rate, for Covid, lower than the United Kingdom, France, Portugal, Spain, Italy, Belgium, United States and many other countries, which have repeatedly locked down",0
2464,"Slovakia is the first country in the European Union to officially register ivermectin for treatment against covid. The mortality rate in nursing homes is around 30%. After treating residents with ivermectin, that rate in a number of cases dropped to about 5%.",0
2463,"""Here in Catalonia no aid has been given (due to the restrictions)""",0
191,"Calgary mayor said Covid-19 is a ""hoax""",0
2443,"In a Facebook post, the Directorate-General for Health (DGS) is criticized for reporting that ""one in three infected people does not show symptoms of Covid-19"". ",0
2444,WHO advice says people donâ€™t need to wear a mask,0
190,A photo shows a five-year-old girl going to Philippine General Hospital because she is positive for COVID-19.,0
2445,U.S. President Joe Biden said chloroquine is effective against covid-19,0
189,"In an ""answer guide"" on ""incidents in vaccinees"" against Covid-19, shared on social networks, one asks whether ""it is normal for no one to investigate"" situations ""of healthy people who died days after the vaccine"". ",0
188,European Parliament passed resolutions against obligatory vaccination and covid certificates.,0
2446,Pastor Venceslau President of the AssemblÃ©ia de Deus Church - Madureira in AraguaÃ­na - TO. He took VaCHINA and in the morning of the next day he got sick and died in the morning,0
187,"In Australia, thousands of children are vaccinated at the stadium in the absence of their parents.",0
186,"A meeting between Israeli specialists and WHO representatives has just ended. The meeting was at ZUM. Israeli scientist Dr. Josh Guetzkow presented the results of his research. He compared the incidence of severe side effects after influenza versus covid shots. In the second case, the chances of myocardial infarction are 172 times higher, the chances of dying are 89 times higher.",0
2447,"Video recording of the speech of an anesthesiologist at the Assembly of the Republic is being broadcast on social networks and contains several allegations that raise doubts, namely that the vaccine against Covid-19 is only ""a massive experimental treatment, when for this virus there are other previous treatments, protocoled, (...) drugs with proven, safe and that are used chronically by some patients "". ",0
2448,Seven Bayern players test positive for covid and do not compete in the world cup. Lewandowski is one of them.,0
2449,A TV Record report shows an elderly woman who died after being vaccinated by covid-19,0
2450,"Austria (Vienna), part of the police takes off their helmets and marches together with citizens against lockdown and health dictatorship",0
2451,Thailand health minister had panic attack before getting COVID-19 vaccine.,0
2452,The claim that anyone who is positive for Covid-19 will be paid Â£ 500 in Britain,0
185,"On Aug. 13, 2021, Fox News' Tucker Carlson on ""Tucker Carlson Tonight"" said a 47-year-old man from Kearney, Nebraska, died 12 hours after receiving a COVID-19 vaccine, when, in reality, the man died in a train-vehicle collision.",0
2462,"â€œWe demand that the State Government also do [provide aid to the sectors affected by the restrictions]. At the moment, there has been zero aid for the affected sectors """,0
174,Image of a demonstration in Paris for the COVID passport,0
175,At least two children died in Australia after receiving COVID-19 vaccines in a mass vaccination program for students.,0
176,At least two children died in Australia after receiving COVID-19 vaccines in a mass vaccination program for students.,0
178,Vaccination against COVID-19 is a medical experiment,0
179,"Did you think it was packed chickens. No, these are the people who died due to Corona.",0
2492,Thailand health minister had panic attack before getting COVID-19 vaccine.,0
180,Queen Letizia has not been vaccinated against COVID-19 by personal decision,0
182,"""Five U.S. military players developed fever, cough, and diarrhea and other infectious disease symptoms and were rushed to Jinyintan Hospital, a famous infectious disease hospital in Wuhan, for treatment.""",0
2457, Office for National Statistics data shows huge falls in non-Covid causes of death in December 2020.,0
183,"As of August 2021, there are no rules that require the wearing of face masks in the United States.",0
2456,Masks caused second Covid surge in South Africa,0
2455,Video shows mass gathering at a railway station despite coronavirus pandemic.,0
184,Images show drained Sri Lankan healthworkers as hospital declared emergency,0
181,"Greek Scientists have managed to find the cure for the coronavirus, filling the whole of humanity with hope! The drug has a potential success of at least 90%.",0
158,Two Australian MPs developed the condition due to their COVID-19 vaccinations.,0
2494,"The mayor of SÃ£o Paulo, Bruno Covas, just (in 2021) released the chloroquine for treatment of Covid-19. On video, he explains that the drug can be used with medical prescription and consent from patients and family members",0
157,Ivermectin was requisitioned by the government in Martinique,0
134,All presidents who reject the WHO vaccine appear dead or are assassinated President of Burundi President of Tanzania for Haiti,0
2524,Video shows residents fainting after getting Covid-19 vaccine in Indonesia,0
2525,Fake Covid-19 Task Force Numbers Circulating on Whatsapp,0
2526,"Menkumham removed criminal sanctions after Megawati""s men, PDIP politician Ribka Tjiptaning, refused Covid-19 vaccination",0
2527,The link is clearly established between vaccination and deaths attributable to Covid in Gibraltar,0
2528,The Netherlands faced several nights of riots at the end of January after the establishment of a curfew to combat the spread of Covid-19.,0
133,"In Australia, children are compulsorily vaccinated against Covid-19",0
132,Fauciâ€™s wife is involved with the FDAâ€™s vaccine testing and approval,0
131,Maria Meride vaccines video,0
129,The US CDC withdraws the PCR test due to it not being able to distinguish Covid from flu viruses,0
2532,A video of the first person to receive the Covid-19 vaccine circulates on social networks in the municipality of Presidente Figueiredo (AM). ,0
128,Two children died from Pfizer-BioNTechs COVID-19 vaccine in Australia.,0
2533,This video shows students fainting after getting Covid-19 vaccine in Indonesia,0
127,"For the Covid-19 vaccines currently approved in Germany, there are no clinical studies that prove their effectiveness and safety. In addition, nobody is liable for vaccine damage.",0
2534,"A decontextualized excerpt from a television report is appearing on social media on which mannequins are lying in intensive care beds, to be moved by health professionals at the Centro Hospitalar UniversitÃ¡rio da Cova da Beira, CovilhÃ£.",0
126,Denmark will lift all Covid-19 restrictions.,0
2536,Federal government allocated R $ 8.9 billion to the AM,0
115,Bill Gates called for withdrawal of COVID-19 vaccines.,0
2543,Germany's annual or year-on-year death tolls have not risen despite the COVID-19 pandemic.,0
2542,the â€œcase fatality rate of COVID-19 is 0.1% to 0.3% which is the same exact case fatality rate as the regular seasonal fluâ€; â€œBidenâ€™s press corps admitsâ€ COVID-19 was â€œa hoaxâ€,0
116,This is a CNN article on a Covid-19 victim who 'blames the unvaccinated',0
117,They arrive in an ambulance vehicle or medical vehicle and surrender the doorman under the allegation that they are there due to a call to take a patient with symptoms of COVID to the hospital. They rob the whole building!,0
2540,The NHS is sending emails offering Covid 19 vaccines for money or bank details in return.,0
2523,A TV report shows that CSU politician Roland Grillmeier had himself vaccinated against Covid-19 as a sham.,0
120,Video shows protest against Covid-19 vaccines in France,0
122,"â€œThe leader of the revolution has not yet banned a specific vaccine. From the beginning, they insisted on buying vaccines safely, and for some reason they did not consider buying from the United States, Britain and France safe.â€",0
2539,"Ireland the Government has put these electronic warnings on tolls, warning the population: - Vaccines can cause paralysis - Take off your masks",0
123,"There has been an increase in infections in Israel, so COVID-19 vaccines have not worked as expected.",0
2537,"In an interview with RTP, on January 25, the Minister of Health stated that ""other countries face exactly the same problems"" as Portugal regarding the Covid-19 pandemic, pointing to the example of the United Kingdom. ",0
124,An order by the governor of Tennessee allows National Guard troops to kidnap people and take them to COVID-19 internment camps.,0
125,"Indian Army soldiers fainted, and a few even died after getting the Covid-19 vaccine.",0
121,A screenshot of the Tous Anti Covid app in Catalonia suggests that eight doses of vaccine are needed,0
2442,"ON Saturday, January 30, 2021, a viral claim circulating on WhatsApp says the Nigerian Government is giving out N10,500 weekly funds to Nigerians.",0
2522,Two children in Guinea died after receiving a Covid-19 vaccine.,0
2520,Three per cent of people receiving the Pfizer COVID-19 vaccine in the US suffer irreversible side effects.,0
2495,"Doria, who does not receive the support of the mayor of Bauru, warned him that they would not have vaccines for the municipality",0
2496,"The Philippine government's term sheet agreement for the procurement of COVID-19 vaccines from China-firm Sinovac is a ""binding obligation"" that is already a ""done deal.""",0
156,"In Australia, ""theyâ€™re already taking children out of homes that thereâ€™s possible risk of COVID in â€” theyâ€™re putting them in detainment camps.""",0
2498,WHO admits that high number of 0 positives from PCR tests created a 0 pandemic.,0
2499,Sri Lankan Opposition party handed over care packages to local artistes,0
154,Pfizer vaccine has not been approved by the FDA and remains in emergency use in the United States.,0
2501,"50,000 Italian restaurants open at the same time and force the Government of Italy to lift restrictions",0
153,75 Florida doctors staged a walkout to protest unvaccinated patients,0
152,Pfizer vaccine has not been approved by the FDA and remains in emergency use in the United States.,0
2503,There have been 53 deaths from the COVID-19 vaccine in Gibraltar,0
150,"â€œUK, report shocks experts. Covid infected: 89% are vaccinated """,0
149,"Calgary mayor said Covid-19 is a ""hoax""",0
2504,The video shows Kamala Harris actually wasn't vaccinated,0
148,CNN Published An Article Describing A Healthy 40-Year-Old COVID-19 Victim,0
147,Indian military force vaccinated its troops and many of them dropped dead,0
146,Rapid antigen test kits produced in Sri Lanka for sale,0
144,Indian military force vaccinated its troops and many of them dropped dead,0
138,"Meyer hospital in Florence there would be ""three children / adolescents (at 11:50 am this morning) hospitalized in intensive care in a serious state for (it seems) post vaccine causes"".",0
139,Indian military force vaccinated its troops and many of them dropped dead,0
2517,Nurse MÃ´nica Calazans already had immunity against the Covid-19 virus.,0
2516,"Italian scientists did the Covid test on a kiwi, and the result was positive.",0
140,The US Centers for Disease Control and Prevention withdraws its request for emergency use authorization for its COVID-19 PCR diagnostic test due to the inaccuracy of the test.,0
2515,"Ireland the Government has put these electronic warnings on tolls, warning the population: - Vaccines can cause paralysis - Take off your masks",0
136,"Member countries of the European Union have reported 1.5 million vaccine-related injuries and 15,472 deaths.",0
2514,Video of Indonesian students falling sick after Covid-19 vaccination,0
2513,It is being claimed that Saudi Arabia will allow Haj pilgrims coming from India to visit the Haj only after showing the certificate of Corona vaccine.,0
2512,"In Australia life is normal, nobody walks around with masks or gloves ... At Easter, the President ordered the whole country to go out and have fun (they live off tourism) and said that NOBODY LEAVE WITH MASKS, OR GLOVES, and there was not a single infected , not a single dead ...",0
2511,US health institute (NIH) recommends Ivermectin to treat Covid-19,0
2510,Carvativir (miracle drops) is the cure for Covid-19 and this has already been scientifically proven in Venezuela.,0
142,Indian military force vaccinated its troops and many of them dropped dead,0
2509,The cause of death of rescuer Robson Marques was the vaccine against Covid-19. ,0
141,This is a CNN article on a Covid-19 victim who 'blames the unvaccinated',0
2545,"""Bolsonaro""s son, who campaigned against [the] CoronaVac vaccine, broke the vaccine line to get immunized. (...) he broke the line, leaving frontline doctors without this dose.""",0
194,The draft amendment to the infectious disease law indicates that it is not possible to pay compensation for complications after COVID-19 vaccines.,0
2440,The CEO of Pfizer has not taken his own COVID-19 vaccine.,0
2357,"Florida Gov. Ron DeSantis reacted to possible COVID-19 travel restrictions by telling U.S. President Joe Biden, ""Go fuck yourself"" during a February 2021 conference call.",0
2358,Medical report of PCR test of the Hospital QuirÃ³nsalud Barcelona: Salvador Illa positive for coronavirus Covid-19,0
244,What the doctor must explain BEFORE â€œVACCINATINGâ€ YOUR CHILD against Covid,0
243,"In the summer of 2021, U.S. Marines Commandant David Berger berated Defense Secretary Lloyd Austin over plans to implement mandatory COVID-19 vaccination for U.S. troops.",0
242,Singapore has become the first country in the world to conduct an autopsy (post-mortem) on Covid-19 corpses.,0
2360,Amish religious communities have not been affected by the deadly Covid-19 pandemic,0
240,Vaccinated people are 885% more likely to die of Covid-19 than unvaccinated people,0
2361,Australia and France stopped their COVID-19 vaccination drives because the vaccine doesnt work.,0
239,"Vaccinated Filipinos are guinea pigs, said Health Secretary Francisco Duque III and vaccine czar Carlito Galvez Jr.",0
238,President Rodrigo Duterte is willing to reduce the Filipino population by rolling out COVID-19 vaccines.,0
2363,"A American nurse who passed out in front of TV cameras after the Covid-19 vaccination died because of the vaccination. In addition, her family published a video warning of the vaccination.",0
236,Tennessee executive order allows creation of Covid-19 internment camps,0
235,"Dr. Peter McCullough argues that vaccines are not effective against Covid-19. According to his theories, the natural immunization of those who contracted the infection is more complete and lasting, and the Delta variant would have arisen from mass immunization.",0
234,The Covid service of a Reunion University Hospital is empty,0
245,CDC says vaccines are failing and the vaccinated can be superspreaders,0
2366,"Countries like Brazil or Argentina had ""empty"" hospitals thanks to the use of certain drugs, such as hydroxychloroquine or vitamin D",0
233,"The CDC proposed putting high-risk individuals in ""camps""",0
2368,"The deceiver, liar and surely future defendant Salvador Illa tested positive in PCR on February 6 at the QuirÃ³n clinic in Barcelona.",0
2369,"Theresa May said in a Parliamentary speech, that COVID-19 is a mirage and attributed the lockdown to â€œdemons on earthâ€ and â€œJewish Masonsâ€.",0
2370,"El Chopo sells Pfizer""s COVID-19 vaccines at 2,700 pesos",0
231,The Senate rejected a bill calling for mandatory vaccination against COVID-19.,0
2372,"According to NHS data, as of 21st January there have been 4,717 Covid-19 deaths of people between the ages of 0-59 in the UK.",0
2373,"4,717 Covid-19 deaths out of the 0-59 year-old UK population means a 0.009% fatality rate.",0
2374,"[NatÃ¡lia Pasternak] It""s against testing",0
2375,"The number of deaths from covid-19 fell by 99.99% in Amazonas after the visit of the Minister of Health, Eduardo Pazuello",0
230,"The Policlinico Riuniti of Foggia provides that vaccinated patients, positive for Covid but hospitalized for pathologies not attributable to Covid, are placed in No Covid wards.",0
229,Image shows Covid-19 burial ground in Sri Lanka,0
2377,"â€œAs of Jan. 29, the CDCâ€™s Vaccine Adverse Event Reporting System shows 501 reported deaths and 10,748 other injuries.â€",0
228,"Albert Bourla, a Greek, runs one of the pharmaceutical companies that sells Covid-19 vaccines. The rumor has spread on social networks that he was not vaccinated, presenting as proof the fact that he had canceled a trip to Israel.",0
2379,Italian Doctors Find the Cause of Covid-19 from Bacteria Exposed to 5G,0
2367,"Michael Yeadon, who wrote that ""there is absolutely no need for vaccines to extinguish the pandemic,"" was once Pfizer's chief scientific officer.",0
246,Image shows bodies of people who have died from Covid-19,0
2355,"Russia did postmortem autopsy of the Covid-19 patient, big reveal happened. Covid-19 does not exist as a virus. It is a global scam.",0
247,There is no epidemic in France according to the sentinel network,0
2329,"Video filmed on February 16 in Barcelona shows ""a demonstration against Covid-related measures""",0
263,"The K0 B1T injection has already caused 39,973 deaths and 3,588,887 reported adverse reactions in Europe, the US and the UK.",0
2330,Australia and France stopped their COVID-19 vaccination drives because the vaccine doesnt work.,0
2331,"""All of [federally qualified] community health centers now, which take care of the toughest of the toughest neighborhoods in terms of illness, they are going to get a million doses, you know, a week.""",0
2333,"In late December 2020 and early January 2021, President-elect Joe Biden and Georgia U.S. Senate candidates Jon Ossoff and Raphael Warnock misled the public with claims that winning both Georgia races would allow the immediate passage of ""$2,000 checks"" for COVID-19 relief.",0
2334,"In a video broadcast on social networks, it is considered ""a real absurdity to subject such small babies to PCR tests"". In the respective comments box (and other shares) it is claimed that swab tests can be harmful to babies and children",0
2335,"Rush Limbaugh said in February 2020: ""Yeah, I'm dead right on this. The coronavirus is the common cold, folks.""",0
259,A girl is forced to get vaccinated against COVID-19,0
258,Police officers in France are protesting Covid-19 vaccine passport,0
2338,South Korea PM warns anyone who refuses to receive Covid-19 vaccinations will be arrested,0
2339,There Were No COVID Vaccines When Joe Biden Became President,0
257,COVID deaths in Sweden have reached zero in the absence of lockdown. It is highlighted that Sweden was defamed in 2020 for abandoning lockdown measures,0
256,"Tarcisio Meira""s Death Shows That Covid-19 Vaccine Does Not Work",0
255,Video shows North Korean TV announcing execution of Covid-19 patient,0
2342,An Israeli man died 15 minutes after being vaccinated against COVID-19.,0
